"Strings","Encrypted","algorithm","length","A",".","+","i","p","<","[","`","#","g","z","6",")","?",",","t","J","T","n","~","(","k",";","-","Z","G","D","f","{","\","=","r","X","@","c","y","h","/","^","Y","$","Q","0","e","o","I","V","b","H",">"," ","K","F","q","7","j","M","B","U","E","N","s","L","S","!","_","C","&","]","*",":","R","d","O","8","""","9","v","P","l","a","'","w","4","2","x","5","}","1","m","|","W","%","u","3"
"Create","1JLPg8BKbtg=","Blowfish","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.666666666666664","0.0","0.0","0.0","0.0","0.0","8.333333333333332","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","0.0"
"Your potential is limitless; only your mindset can hold you back.","LSq76gfiweWDlV+PMbvZ1fEbPGfV6T/Mlo1kBOEMjbrUE/NuNhhVeu50P/Bvwc3gthql0yHoBCLm7xaI0KgWJUsAiWle8Ekm","Blowfish","96","1.0416666666666665","0.0","1.0416666666666665","2.083333333333333","0.0","0.0","0.0","0.0","0.0","3.125","0.0","2.083333333333333","0.0","0.0","0.0","1.0416666666666665","1.0416666666666665","1.0416666666666665","0.0","0.0","0.0","2.083333333333333","0.0","0.0","1.0416666666666665","1.0416666666666665","1.0416666666666665","3.125","0.0","0.0","0.0","1.0416666666666665","0.0","0.0","1.0416666666666665","1.0416666666666665","3.125","3.125","0.0","0.0","0.0","0.0","3.125","3.125","2.083333333333333","1.0416666666666665","3.125","3.125","1.0416666666666665","0.0","0.0","1.0416666666666665","0.0","2.083333333333333","2.083333333333333","1.0416666666666665","3.125","3.125","2.083333333333333","4.166666666666666","2.083333333333333","1.0416666666666665","2.083333333333333","1.0416666666666665","0.0","0.0","1.0416666666666665","0.0","0.0","0.0","0.0","0.0","0.0","1.0416666666666665","1.0416666666666665","0.0","0.0","2.083333333333333","3.125","4.166666666666666","1.0416666666666665","0.0","2.083333333333333","0.0","0.0","1.0416666666666665","1.0416666666666665","0.0","2.083333333333333","2.083333333333333","0.0","3.125","0.0","2.083333333333333","1.0416666666666665"
"Can you show me on the map?","5uf82NQy4b3fz6Y+V4UPzmpXxtUsccELQJCsruGjvcw=","Blowfish","44","0.0","0.0","2.272727272727273","0.0","2.272727272727273","0.0","0.0","0.0","0.0","0.0","4.545454545454546","2.272727272727273","0.0","0.0","0.0","2.272727272727273","2.272727272727273","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.272727272727273","0.0","4.545454545454546","0.0","0.0","2.272727272727273","2.272727272727273","2.272727272727273","0.0","6.8181818181818175","2.272727272727273","0.0","0.0","0.0","2.272727272727273","0.0","4.545454545454546","0.0","0.0","0.0","0.0","2.272727272727273","2.272727272727273","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.272727272727273","0.0","0.0","4.545454545454546","2.272727272727273","2.272727272727273","4.545454545454546","2.272727272727273","0.0","0.0","0.0","2.272727272727273","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.272727272727273","0.0","0.0","2.272727272727273","2.272727272727273","0.0","0.0","0.0","2.272727272727273","4.545454545454546","2.272727272727273","2.272727272727273","2.272727272727273","0.0","0.0","2.272727272727273","0.0","0.0","0.0","4.545454545454546","2.272727272727273"
"It’s drizzling.","b'\x96\xfa\xda\xc9\xeej\x9c\xbc\x9f4\xa1<Q\xca\xa3T\xdde-\xe2\xef\xcf\xd9\xd8\x0f\x17\xec\xe1\x92a\xd0u-\xa7\xc75b\xea\xff\xbfu*\xa8>\x9c""0\n'","AES","142","0.0","0.0","0.0","0.0","0.0","0.7042253521126761","0.0","0.0","0.0","0.0","0.0","0.7042253521126761","0.0","0.0","0.0","0.0","0.0","0.7042253521126761","0.7042253521126761","0.0","0.0","0.0","0.0","1.4084507042253522","0.0","0.0","0.0","5.633802816901409","0.0","21.830985915492956","0.0","0.0","0.0","0.0","5.633802816901409","0.0","0.0","0.0","0.0","0.0","0.0","0.7042253521126761","2.112676056338028","5.633802816901409","0.0","0.0","0.0","2.8169014084507045","0.0","0.7042253521126761","0.0","0.0","0.0","0.0","2.112676056338028","0.7042253521126761","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7042253521126761","0.0","0.0","4.225352112676056","0.0","1.4084507042253522","0.7042253521126761","4.929577464788732","0.0","0.0","0.0","6.338028169014084","1.4084507042253522","0.0","0.7042253521126761","1.4084507042253522","21.12676056338028","0.7042253521126761","0.0","2.112676056338028","0.0","0.0","0.0","0.0","1.4084507042253522","0.7042253521126761"
"Inspire","b'\xca\xcd\xcb\xb9\xc1\xadb'","ChaCha20","28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.428571428571427","0.0","0.0","0.0","0.0","14.285714285714285","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.285714285714285","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.142857142857142","0.0","0.0","0.0","3.571428571428571","0.0","0.0","0.0","7.142857142857142","7.142857142857142","0.0","0.0","0.0","21.428571428571427","0.0","0.0","3.571428571428571","0.0","0.0","0.0","0.0","0.0","0.0"
"For use from a tripod any one of the several excellent long-focus cameras now on the market will be found to answer every requirement.","b'\xed\xbd\xa7\r;:#ka\xf2\xbd\xd9\xfe*\xb0\x16\xd4\x80,\xdc\xbd\xfd\xe5I\xc9A\xd7\xa8\xb2\xbe\x88\xaa""\x82\x16\x90\x16\xee\xb5\x88p>\x0c\x84]\x9a\xf9\xe4\x88\x1b\xd5\xcfC\xf5,Nf\x92O\xba\x1e\x17\xd97\xd2_\xf0\x133w\xbb\xaa\xcddu\x01\x05K4Uj\x9cc-\xbf\x87|\x94\xf4\xb249S\xad\x19v\x85{i\x17R\xd0\xcdM\xd2\xd6\x95;M\x8a\xba\xa1\xfa\x9bq\xf9\x8d\xab.\xe0\x0b\xc9h\x07\xc2H~fy\xbaN%Q\x8ee\xf1\xbb\xfe\x10Ri\xc1Rr\x95\xab\x96|o\x8b\xa4\xe3\xf6*\x1fk\x0bu\xaa\xf3'","AES","458","0.21834061135371177","0.21834061135371177","0.0","0.43668122270742354","0.21834061135371177","0.0","0.0","0.0","0.21834061135371177","0.0","0.0","1.3100436681222707","0.0","0.0","0.43668122270742354","0.0","0.0","0.0","0.0","0.21834061135371177","0.0","0.43668122270742354","0.43668122270742354","0.21834061135371177","0.0","0.0","0.0","3.9301310043668125","0.21834061135371177","21.61572052401747","0.0","0.43668122270742354","0.0","0.0","2.4017467248908297","0.21834061135371177","0.21834061135371177","0.0","0.0","0.0","0.0","0.21834061135371177","2.8384279475982535","2.8384279475982535","0.21834061135371177","0.21834061135371177","0.0","5.240174672489083","0.21834061135371177","0.21834061135371177","0.0","0.21834061135371177","0.0","0.21834061135371177","1.5283842794759825","0.21834061135371177","0.43668122270742354","0.0","0.21834061135371177","0.0","0.43668122270742354","0.0","0.0","0.21834061135371177","0.0","0.21834061135371177","0.21834061135371177","0.0","0.21834061135371177","0.43668122270742354","0.21834061135371177","0.6550218340611353","4.366812227074235","0.21834061135371177","3.4934497816593884","0.21834061135371177","3.711790393013101","0.21834061135371177","0.0","0.0","4.366812227074235","0.43668122270742354","0.21834061135371177","1.7467248908296942","1.7467248908296942","21.397379912663755","1.7467248908296942","0.0","3.2751091703056767","0.0","0.43668122270742354","0.0","0.21834061135371177","0.43668122270742354","0.8733624454148471"
"I need to make some copies.","O2CTEMz0rmn87KKBS/920b6/GLpKdnOUy2IM5sTIv40=","Blowfish","44","0.0","0.0","0.0","0.0","2.272727272727273","0.0","0.0","0.0","0.0","0.0","2.272727272727273","2.272727272727273","0.0","0.0","0.0","0.0","0.0","4.545454545454546","4.545454545454546","0.0","0.0","0.0","0.0","0.0","0.0","2.272727272727273","0.0","0.0","0.0","0.0","2.272727272727273","2.272727272727273","0.0","0.0","0.0","2.272727272727273","0.0","4.545454545454546","0.0","0.0","0.0","0.0","6.8181818181818175","0.0","0.0","4.545454545454546","0.0","2.272727272727273","0.0","0.0","0.0","6.8181818181818175","0.0","0.0","2.272727272727273","0.0","4.545454545454546","2.272727272727273","2.272727272727273","2.272727272727273","0.0","2.272727272727273","2.272727272727273","2.272727272727273","0.0","0.0","2.272727272727273","0.0","0.0","0.0","0.0","0.0","2.272727272727273","4.545454545454546","2.272727272727273","0.0","2.272727272727273","2.272727272727273","0.0","0.0","0.0","0.0","0.0","2.272727272727273","6.8181818181818175","0.0","2.272727272727273","0.0","0.0","2.272727272727273","0.0","0.0","0.0","0.0","0.0"
")RG;_S_$t?""VZT]nI%~`","b'\xaezc\xc2\xbd1+\xf1\xe1\xc2s\xa3\x9b""\x1b\x8d\x07\x19\xe7H\x95\xdf\x9a\xf4\xa2\xf4\x8e\xe8\xe7F\x83\x8e\xb6\xc4\xfd8\xc5\xee3\xd9\xa3&c;\x96\xab\x1ft'","AES","153","0.0","0.0","0.6535947712418301","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6535947712418301","1.3071895424836601","0.0","0.0","0.0","0.6535947712418301","0.0","0.0","0.0","0.0","0.0","0.0","0.6535947712418301","0.0","0.0","0.0","0.0","3.9215686274509802","0.0","22.22222222222222","0.0","0.0","0.0","0.0","3.9215686274509802","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6535947712418301","5.88235294117647","0.0","0.0","0.0","3.9215686274509802","0.6535947712418301","0.0","0.0","0.0","0.6535947712418301","0.0","1.9607843137254901","0.0","0.0","0.0","0.0","0.0","0.0","0.6535947712418301","0.0","0.0","0.0","0.0","0.0","0.6535947712418301","0.0","0.0","0.0","0.0","3.2679738562091507","0.0","3.9215686274509802","0.6535947712418301","3.9215686274509802","0.0","0.0","0.0","3.9215686274509802","1.3071895424836601","0.0","1.9607843137254901","1.9607843137254901","22.22222222222222","1.3071895424836601","0.0","3.9215686274509802","0.0","0.0","0.0","0.0","0.0","2.6143790849673203"
"I go to bed at 10 pm.","b'\x868;\x06l96\xcd\xf9\xf2@\x9b\x03\n\xec\xbc\xfb\x9b\xa4&}'","ChaCha20","61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.918032786885246","0.0","0.0","0.0","0.0","0.0","0.0","1.639344262295082","0.0","0.0","0.0","1.639344262295082","0.0","0.0","0.0","0.0","4.918032786885246","0.0","21.311475409836063","0.0","0.0","0.0","1.639344262295082","4.918032786885246","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.278688524590164","1.639344262295082","0.0","0.0","0.0","8.19672131147541","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.639344262295082","0.0","0.0","0.0","0.0","1.639344262295082","0.0","3.278688524590164","0.0","6.557377049180328","0.0","0.0","1.639344262295082","1.639344262295082","3.278688524590164","0.0","1.639344262295082","1.639344262295082","19.672131147540984","0.0","1.639344262295082","0.0","0.0","0.0","0.0","0.0","0.0","1.639344262295082"
"But in dull days, or in the shadow, or where extremely rapid exposures are necessary, their superior qualities become evident.","b'\x13\xa7\xc2\xb6o\x17\xca\t\xfaT\xe3\x85B\xe4s\xde\xcb\x11\xee\x04\x0e\x0e\xa5A2\x9c\xf6\xccm\x04\xabD\xa71\x1f~\xf4\x87a\xd5\xbbz\xb9\xe6d\x90}\x18\xc9\x8f>\xb9\xcf-\xfe\xb5*\xd8t@\x11\xd0x,\xbb}\x01\x10\xe4\r\x90CM/\xef\x18]\x02\xab\x04\xd6\x1erg\xc1[\xcdZ\xf0\xf9\x9f\x15""\xe08\xe2\xf5\xc0h\xb5\xad\xb8\xfc/h\xab\xc7l\x958I\x92\xc2<P\'\xbd\xa1\xf3\xabT\xcf\x1fu]g'","ChaCha20","369","0.27100271002710025","0.0","0.0","0.0","0.0","0.27100271002710025","0.27100271002710025","0.0","0.0","0.5420054200542005","0.27100271002710025","1.084010840108401","0.0","0.0","0.27100271002710025","0.5420054200542005","0.0","0.5420054200542005","0.0","0.27100271002710025","0.0","0.0","0.0","0.27100271002710025","0.27100271002710025","0.0","0.27100271002710025","4.336043360433604","0.0","22.22222222222222","0.0","0.5420054200542005","0.0","0.27100271002710025","4.0650406504065035","0.0","0.5420054200542005","0.5420054200542005","0.0","0.0","0.0","0.0","3.7940379403794036","3.7940379403794036","0.27100271002710025","0.27100271002710025","0.0","4.607046070460704","0.0","0.27100271002710025","0.0","0.0","0.0","0.0","1.3550135501355014","0.0","0.27100271002710025","0.27100271002710025","0.0","0.0","0.0","0.27100271002710025","0.0","0.0","0.0","0.0","0.27100271002710025","0.0","0.5420054200542005","0.27100271002710025","0.0","0.0","2.4390243902439024","0.0","2.4390243902439024","0.27100271002710025","2.710027100271003","0.0","0.27100271002710025","0.27100271002710025","3.2520325203252036","0.8130081300813009","0.0","1.6260162601626018","1.6260162601626018","21.680216802168022","2.168021680216802","0.5420054200542005","4.607046070460704","0.27100271002710025","0.0","0.0","0.0","0.27100271002710025","0.8130081300813009"
"Knowledge without action is useless; apply what you learn to grow.","b'\x96?\xed\x8f\xdb\xe0\\~\xa5\xe0\xcd\x80c\x8b\r9\x93^\xbb\xa7\x1f\x97]\x84~\xea*\x98\xe0\x89\x9a1\xf9/\xc9\rL\t\xa4\x99\x86p\x9b\xbcvj\xa3eD\x88q\x85T\xf44L\x8f,L\x90y\xf3\x9f\xa1\x80\x04'","ChaCha20","190","0.0","0.0","0.0","0.0","0.5263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","1.0526315789473684","0.0","0.5263157894736842","0.5263157894736842","0.5263157894736842","0.0","0.5263157894736842","0.0","1.0526315789473684","0.0","0.0","0.0","0.0","0.0","0.0","0.5263157894736842","3.684210526315789","0.0","23.157894736842106","0.0","1.0526315789473684","0.0","0.0","2.1052631578947367","0.5263157894736842","0.0","0.5263157894736842","0.5263157894736842","0.0","0.0","0.0","3.684210526315789","3.1578947368421053","0.0","0.0","0.0","3.684210526315789","0.0","0.0","0.0","0.0","0.0","0.5263157894736842","1.0526315789473684","0.5263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","1.5789473684210527","0.0","0.0","0.0","0.0","0.0","0.5263157894736842","0.5263157894736842","0.0","0.0","1.5789473684210527","0.0","6.315789473684211","0.0","7.368421052631578","0.5263157894736842","0.0","0.0","3.684210526315789","1.0526315789473684","0.0","2.631578947368421","0.0","20.526315789473685","1.0526315789473684","0.0","1.5789473684210527","0.0","0.0","0.0","0.0","0.0","1.5789473684210527"
"6:wzM3P];(y6xyk[@]","b'\x8a\xbb&\xbd\xa34I\x8am\x1a\xe9\xf4\xc4\x1a\xd6$\x1aQU\xef \xff\n\x97\xdfj\x17\xe41\xd8P\x87\xc5)mT\xdf\xd8\xdd\xdd\x9d\xf3\x1a&\x9eM72'","AES","139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7194244604316548","0.7194244604316548","0.0","0.0","0.0","0.0","0.7194244604316548","0.7194244604316548","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0359712230215825","0.0","21.58273381294964","0.0","0.0","0.0","0.0","1.4388489208633095","0.0","0.0","0.0","0.0","0.0","0.7194244604316548","0.7194244604316548","0.0","2.877697841726619","0.0","0.7194244604316548","0.0","2.877697841726619","0.0","0.0","0.7194244604316548","0.0","0.0","0.0","2.877697841726619","0.7194244604316548","0.7194244604316548","0.0","0.7194244604316548","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4388489208633095","0.0","0.0","0.0","0.0","7.913669064748201","0.0","3.597122302158273","0.0","2.877697841726619","0.0","0.7194244604316548","0.0","5.0359712230215825","1.4388489208633095","0.0","2.877697841726619","0.7194244604316548","20.863309352517987","0.7194244604316548","0.0","4.316546762589928","1.4388489208633095","0.0","0.0","0.0","0.0","1.4388489208633095"
"Stay resilient.","b'+th\xd5\x1f\xb7\xce\xdc\x8a\x8eT\xe4=\x8fc'","ChaCha20","45","0.0","0.0","2.2222222222222223","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2222222222222223","0.0","2.2222222222222223","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.444444444444445","0.0","20.0","2.2222222222222223","0.0","0.0","0.0","6.666666666666667","0.0","2.2222222222222223","0.0","0.0","0.0","0.0","0.0","0.0","6.666666666666667","0.0","0.0","0.0","4.444444444444445","0.0","0.0","0.0","0.0","0.0","0.0","2.2222222222222223","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.444444444444445","0.0","6.666666666666667","0.0","0.0","0.0","0.0","0.0","2.2222222222222223","4.444444444444445","0.0","2.2222222222222223","0.0","20.0","2.2222222222222223","0.0","2.2222222222222223","0.0","0.0","0.0","0.0","0.0","0.0"
"t]r{Bm<%9`2aXl}4","4/Co2E5eh7A/dbfRZxax0UmHUjUyo5ld","Blowfish","32","3.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.125","0.0","0.0","3.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.125","3.125","6.25","0.0","0.0","0.0","0.0","3.125","3.125","6.25","0.0","0.0","3.125","3.125","0.0","0.0","0.0","0.0","0.0","3.125","3.125","0.0","0.0","9.375","3.125","0.0","0.0","0.0","0.0","0.0","0.0","3.125","0.0","0.0","0.0","0.0","3.125","6.25","0.0","0.0","0.0","0.0","0.0","0.0","3.125","3.125","0.0","0.0","3.125","3.125","6.25","6.25","0.0","0.0","3.125","0.0","0.0","0.0","0.0","0.0"
"Love more.","b'$\xe8\xbd\xaa\x9a\x16|G;~'","ChaCha20","28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.571428571428571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.571428571428571","0.0","0.0","3.571428571428571","0.0","0.0","3.571428571428571","0.0","0.0","0.0","17.857142857142858","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.571428571428571","0.0","0.0","3.571428571428571","0.0","0.0","0.0","7.142857142857142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.571428571428571","0.0","3.571428571428571","0.0","3.571428571428571","0.0","0.0","0.0","10.714285714285714","7.142857142857142","0.0","0.0","0.0","17.857142857142858","0.0","0.0","3.571428571428571","0.0","3.571428571428571","0.0","0.0","0.0","0.0"
"=G{-$a(P1Guj","sQid9/8GwdCX/uVNRXb9kg==","Blowfish","24","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","8.333333333333332","0.0","8.333333333333332","0.0","0.0","0.0","0.0","8.333333333333332","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","4.166666666666666","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","4.166666666666666","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","4.166666666666666","8.333333333333332","0.0","4.166666666666666","0.0","8.333333333333332","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.166666666666666","0.0"
"Enjoy life","b""RX'\x98\xab\x00(\xda\xe5\x8b\x81\xbbpX\x10\x1a\xb8z\x85\x98H\xec\x92D+\x15\xb4\x89\x07\x0c9\xb2""","AES","98","0.0","0.0","1.0204081632653061","0.0","1.0204081632653061","0.0","0.0","0.0","0.0","0.0","1.0204081632653061","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0204081632653061","0.0","0.0","0.0","0.0","0.0","1.0204081632653061","0.0","0.0","21.428571428571427","0.0","0.0","2.0408163265306123","0.0","2.0408163265306123","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1020408163265305","2.0408163265306123","0.0","0.0","0.0","8.16326530612245","1.0204081632653061","0.0","0.0","0.0","0.0","0.0","1.0204081632653061","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0204081632653061","1.0204081632653061","0.0","7.142857142857142","2.0408163265306123","5.1020408163265305","0.0","0.0","0.0","3.061224489795918","1.0204081632653061","0.0","1.0204081632653061","2.0408163265306123","21.428571428571427","3.061224489795918","0.0","4.081632653061225","0.0","0.0","0.0","0.0","0.0","0.0"
"History teaches us that those who ignore the past repeat its mistakes.","b'a\xaa6^z\xeb\xf9\xc7\xd7\xdb?\xb8Lg\xa6\xf0g\xcf\x1b\xa8>\xfdv \x06\xa9m\xc8\xda\xf7K\x80\x07\xd1\xb3Z\xdb\xf5?v\x11{?\xed!\xca\xd0C\xc8\x9ez\xbf\xa7T\n\x05\x9e5\\H\xe7\x0f\xc2vO\xe9\xac\x16\xd9""'","ChaCha20","198","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0101010101010102","1.0101010101010102","2.0202020202020203","0.0","1.5151515151515151","0.0","0.0","0.0","0.5050505050505051","0.5050505050505051","0.0","0.0","0.0","0.0","0.0","0.5050505050505051","0.0","0.0","4.040404040404041","0.5050505050505051","22.22222222222222","0.0","0.0","0.0","0.0","3.535353535353535","0.0","0.0","0.0","0.5050505050505051","0.0","0.0","0.0","3.535353535353535","3.0303030303030303","0.0","0.0","0.0","4.040404040404041","0.5050505050505051","0.5050505050505051","0.5050505050505051","0.5050505050505051","0.0","0.0","3.0303030303030303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5050505050505051","0.0","0.5050505050505051","0.0","0.5050505050505051","0.0","0.0","0.0","0.0","0.0","4.545454545454546","0.5050505050505051","2.525252525252525","0.5050505050505051","3.0303030303030303","1.5151515151515151","0.0","0.0","5.05050505050505","1.0101010101010102","0.0","0.0","0.5050505050505051","20.707070707070706","1.5151515151515151","0.0","2.525252525252525","0.5050505050505051","0.0","0.0","0.0","0.0","0.5050505050505051"
"You ought to see a doctor.","b'\x7fKG\x11X\xcbV\xf3c\x0b%\x96\xdaf\xa5n\xfa\xcdv\x98vT\x9bc\xeb\x0b'","ChaCha20","71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4084507042253522","0.0","0.0","0.0","0.0","0.0","1.4084507042253522","1.4084507042253522","0.0","0.0","0.0","0.0","0.0","0.0","1.4084507042253522","0.0","5.633802816901409","0.0","19.718309859154928","0.0","0.0","1.4084507042253522","0.0","5.633802816901409","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8169014084507045","1.4084507042253522","0.0","0.0","1.4084507042253522","8.450704225352112","0.0","0.0","0.0","1.4084507042253522","0.0","0.0","1.4084507042253522","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8169014084507045","0.0","1.4084507042253522","0.0","4.225352112676056","2.8169014084507045","0.0","0.0","4.225352112676056","2.8169014084507045","0.0","0.0","0.0","19.718309859154928","1.4084507042253522","0.0","2.8169014084507045","0.0","0.0","0.0","1.4084507042253522","0.0","1.4084507042253522"
"Discipline is the bridge between goals and the success you desire.","b'\xb4\xb1T\x91\xa4dlH\xdf\x9f\xb2\xc1\xa6\x7fM6Y^J\x94\xe5\x06\x1b\x97+_\xfe\xa3\xec\xdc\xf3\xce\xc4\xddO&\x84\xc6Z\x7f\x11\xfe\x87\x91\xa5t=F\xc93Xc\xb4\xab\x93K\x1a\x91\x0f\xb7\x8a(1\x15\xa8\x05\xa0\xc0\x909\x92\x94\x8aw\xe4 ""\xb8t\x1e\x8cZ\xe2\x08\x7f\x84!\xf0\xf1L\xf4\xa2\x12C\x0f\t'","AES","289","0.0","0.0","0.34602076124567477","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.384083044982699","0.0","0.0","0.0","1.0380622837370241","0.34602076124567477","0.34602076124567477","0.0","0.0","0.34602076124567477","0.0","0.0","0.0","0.6920415224913495","0.0","0.0","4.498269896193772","0.0","22.145328719723185","0.34602076124567477","0.0","0.34602076124567477","0.0","3.4602076124567476","0.0","0.0","0.0","0.34602076124567477","0.34602076124567477","0.0","0.0","3.1141868512110724","2.768166089965398","0.0","0.0","0.0","3.1141868512110724","0.34602076124567477","0.0","0.34602076124567477","0.34602076124567477","0.34602076124567477","0.0","2.0761245674740483","0.0","0.34602076124567477","0.0","0.0","0.0","0.0","0.0","0.34602076124567477","0.0","0.34602076124567477","0.34602076124567477","0.34602076124567477","0.34602076124567477","0.0","0.0","0.0","0.0","1.7301038062283738","0.34602076124567477","3.1141868512110724","0.34602076124567477","4.1522491349480966","0.0","0.0","0.34602076124567477","3.8062283737024223","0.6920415224913495","0.34602076124567477","3.4602076124567476","1.7301038062283738","21.79930795847751","1.384083044982699","0.0","4.844290657439446","0.0","0.0","0.0","0.0","0.0","1.384083044982699"
